FIRST,LAST,ID,BATS,TEAM,YEAR,AGE,AgeDiff,Tm,Lg,Lev,Aff,G,PA,AB,R,H,_2B,_3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,BB_Percent,K_percent,BB_K,HR_Percent,IOS
James,Vasquez,vasque000jam,Left,,2018,25,-4.7,Monclova,MEX1,AAA,,3,9,7,0,0,0,0,0,0,0,0,1,4,.000,.222,.000,.222,0,0,1,0,0,0,11.111,44.444,25.000,0.000,0.000
James,Vasquez,vasque000jam,Left,,2018,25,-4.7,Puebla,MEX1,AAA,,16,50,44,9,11,0,1,1,6,0,0,4,9,.250,.300,.364,.664,16,2,0,0,2,0,8.000,18.000,44.444,2.000,0.114
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2012,18,,,,Rk-A-,OAK,55,231,195,34,47,12,2,5,30,3,1,23,46,.241,.330,.400,.730,78,6,5,4,4,0,9.957,19.913,50.000,2.165,0.159
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2012,18,-3.1,Vermont,NYPL,A-,OAK,26,104,94,9,17,2,0,1,8,1,1,7,31,.181,.238,.234,.472,22,3,0,3,0,0,6.731,29.808,22.581,0.962,0.053
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2012,18,-1.4,Athletics,ARIZ,Rk,OAK,29,127,101,25,30,10,2,4,22,2,0,16,15,.297,.405,.554,.959,56,3,5,1,4,0,12.598,11.811,106.667,3.150,0.257
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2013,19,-2.4,Beloit,MIDW,A,OAK,101,451,401,59,111,21,1,9,46,1,7,41,79,.277,.353,.401,.754,161,10,7,0,2,0,9.091,17.517,51.899,1.996,0.124
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2014,20,-2.8,Stockton,CALL,A+,OAK,132,642,548,110,170,37,3,15,60,4,4,72,94,.310,.402,.471,.873,258,10,16,1,5,1,11.215,14.642,76.596,2.336,0.161
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2014,20,-2.3,Mesa,AZFL,Fal,,20,88,73,13,22,1,0,1,12,0,3,11,20,.301,.398,.356,.754,26,1,2,0,2,0,12.500,22.727,55.000,1.136,0.055
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2015,21,,,,AA-Rk,TBR,82,359,307,51,83,20,5,4,41,3,3,36,60,.270,.365,.407,.772,125,7,12,0,4,0,10.028,16.713,60.000,1.114,0.137
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2015,21,-3.1,Montgomery,SOUL,AA,TBR,78,347,299,49,82,20,5,4,41,2,3,33,58,.274,.363,.415,.778,124,7,11,0,4,0,9.510,16.715,56.897,1.153,0.141
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2015,21,1.5,Rays,GULF,Rk,TBR,4,12,8,2,1,0,0,0,0,1,0,3,2,.125,.417,.125,.542,1,0,1,0,0,0,25.000,16.667,150.000,0.000,0.000
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2015,21,-1.2,Mesa,AZFL,Fal,,22,89,79,9,18,3,0,0,2,1,0,9,12,.228,.315,.266,.580,21,4,1,0,0,0,10.112,13.483,75.000,0.000,0.038
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2016,22,-4.5,Durham,IL,AAA,TBR,118,511,436,50,113,21,3,5,43,2,1,58,100,.259,.358,.356,.713,155,9,11,2,4,0,11.350,19.569,58.000,0.978,0.097
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2017,23,,,,AAA-A+,TBR,15,58,52,10,21,3,0,2,4,0,1,4,8,.404,.466,.577,1.042,30,2,2,0,0,1,6.897,13.793,50.000,3.448,0.173
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2017,23,-5.6,TBR,AL,MLB,TBR,75,254,218,22,45,7,2,5,19,1,1,29,73,.206,.308,.326,.634,71,5,4,1,2,0,11.417,28.740,39.726,1.969,0.120
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2017,23,-3.7,Durham,IL,AAA,TBR,11,47,43,7,16,2,0,1,1,0,1,3,7,.372,.426,.488,.914,21,2,1,0,0,0,6.383,14.894,42.857,2.128,0.116
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2017,23,0.2,Charlotte,FLOR,A+,TBR,4,11,9,3,5,1,0,1,3,0,0,1,1,.556,.636,1.000,1.636,9,0,1,0,0,1,9.091,9.091,100.000,9.091,0.444
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2018,24,-4.2,TBR,AL,MLB,TBR,87,340,282,46,74,16,0,9,34,2,2,43,77,.262,.382,.415,.797,117,7,13,0,2,0,12.647,22.647,55.844,2.647,0.153
Daniel,Robertson,robert004dan,Right,Tampa Bay Rays,2018,24,1.6,Charlotte,FLOR,A+,TBR,1,3,2,0,1,0,0,0,0,0,0,0,0,.500,.667,.500,1.167,1,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000
Daulton,Varsho,varsho000dau,Left,Arizona Diamondbacks,2017,20,-0.8,Hillsboro,NORW,A-,ARI,50,212,193,36,60,16,3,7,39,7,2,17,30,.311,.368,.534,.902,103,1,1,0,1,0,8.019,14.151,56.667,3.302,0.223
Daulton,Varsho,varsho000dau,Left,Arizona Diamondbacks,2018,21,,,,A+-Rk,ARI,83,354,316,48,93,13,4,12,45,19,3,30,72,.294,.367,.475,.842,150,3,7,0,1,1,8.475,20.339,41.667,3.390,0.181
Daulton,Varsho,varsho000dau,Left,Arizona Diamondbacks,2018,21,-1.3,Visalia,CALL,A+,ARI,80,342,304,44,87,11,3,11,44,19,3,30,71,.286,.363,.451,.813,137,3,7,0,1,1,8.772,20.760,42.254,3.216,0.165
Daulton,Varsho,varsho000dau,Left,Arizona Diamondbacks,2018,21,1.6,Diamondbacks,ARIZ,Rk,ARI,3,12,12,4,6,2,1,1,1,0,0,0,1,.500,.500,1.083,1.583,13,0,0,0,0,0,0.000,8.333,0.000,8.333,0.583
Daulton,Varsho,varsho000dau,Left,Arizona Diamondbacks,2018,21,-1.4,Salt River,AZFL,Fal,,18,77,65,15,17,1,1,0,9,8,4,12,14,.262,.377,.308,.684,20,1,0,0,0,2,15.584,18.182,85.714,0.000,0.046
Hector,Vargas,vargas002hec,Right,,2013,18,-0.4,Reds,DOSL,FRk,CIN,61,263,226,41,74,12,1,0,33,21,9,24,18,.327,.408,.389,.797,88,0,8,3,2,0,9.125,6.844,133.333,0.000,0.062
Hector,Vargas,vargas002hec,Right,,2014,19,-0.6,Reds,ARIZ,Rk,CIN,41,163,155,28,46,8,4,1,9,3,2,5,18,.297,.319,.419,.738,65,4,0,3,0,0,3.067,11.043,27.778,0.613,0.122
Hector,Vargas,vargas002hec,Right,,2015,20,-0.9,Billings,PION,Rk,CIN,52,196,186,24,55,9,5,1,23,5,9,3,16,.296,.306,.414,.720,77,4,1,3,3,0,1.531,8.163,18.750,0.510,0.118
Hector,Vargas,vargas002hec,Right,,2016,21,,,,Rk-A,CIN,93,358,339,41,99,21,3,6,49,16,4,10,37,.292,.308,.425,.733,144,8,0,4,5,0,2.793,10.335,27.027,1.676,0.133
Hector,Vargas,vargas002hec,Right,,2016,21,-0.6,Dayton,MIDW,A,CIN,36,136,129,9,25,4,1,0,8,4,1,4,18,.194,.215,.240,.455,31,3,0,1,2,0,2.941,13.235,22.222,0.000,0.046
Hector,Vargas,vargas002hec,Right,,2016,21,0.4,Billings,PION,Rk,CIN,57,222,210,32,74,17,2,6,41,12,3,6,19,.352,.365,.538,.903,113,5,0,3,3,0,2.703,8.559,31.579,2.703,0.186
Hector,Vargas,vargas002hec,Right,,2017,22,0.7,Dayton,MIDW,A,CIN,121,473,440,43,99,14,1,7,36,4,5,19,66,.225,.260,.309,.569,136,9,3,7,4,0,4.017,13.953,28.788,1.480,0.084
Hector,Vargas,vargas002hec,Right,,2018,23,,,,A+-A,CIN,34,119,109,12,19,1,0,0,7,4,1,4,16,.174,.216,.183,.399,20,4,2,3,1,0,3.361,13.445,25.000,0.000,0.009
Hector,Vargas,vargas002hec,Right,,2018,23,0.6,Daytona,FLOR,A+,CIN,28,99,89,11,16,1,0,0,6,4,1,4,13,.180,.229,.191,.420,17,4,2,3,1,0,4.040,13.131,30.769,0.000,0.011
Hector,Vargas,vargas002hec,Right,,2018,23,1.7,Dayton,MIDW,A,CIN,6,20,20,1,3,0,0,0,1,0,0,0,3,.150,.150,.150,.300,3,0,0,0,0,0,0.000,15.000,0.000,0.000,0.000
Joe,Robbins,robbin000joe,Right,Arizona Diamondbacks,2017,23,-3.4,Lincoln,AA,Ind,,49,192,169,24,51,12,4,7,23,8,4,17,41,.302,.379,.544,.923,92,,4,2,0,0,8.854,21.354,41.463,3.646,0.242
Joe,Robbins,robbin000joe,Right,Arizona Diamondbacks,2018,24,3.5,Missoula,PION,Rk,ARI,26,110,91,19,29,6,1,4,20,1,0,15,26,.319,.436,.538,.975,49,0,4,0,0,0,13.636,23.636,57.692,3.636,0.219
Daniel,Robertson,robert002dan,Right,,2008,22,0.7,Eugene,NORW,A-,SDP,73,348,302,59,114,21,3,3,45,20,7,34,34,.377,.443,.497,.940,150,7,5,3,4,2,9.770,9.770,100.000,0.862,0.120
Daniel,Robertson,robert002dan,Right,,2009,23,1.3,Fort Wayne,MIDW,A,SDP,121,503,432,78,128,23,3,5,65,20,10,50,51,.296,.380,.398,.778,172,9,12,3,6,0,9.940,10.139,98.039,0.994,0.102
Daniel,Robertson,robert002dan,Right,,2010,24,1.2,Lake Elsinore,CALL,A+,SDP,135,609,533,95,160,27,9,6,61,30,9,59,52,.300,.375,.418,.793,223,11,7,6,4,2,9.688,8.539,113.462,0.985,0.118
Daniel,Robertson,robert002dan,Right,,2011,25,1.0,San Antonio,TL,AA,SDP,124,508,438,97,124,23,5,5,44,20,6,55,51,.283,.370,.393,.762,172,8,7,5,3,2,10.827,10.039,107.843,0.984,0.110
Daniel,Robertson,robert002dan,Right,,2012,26,-0.8,Tucson,PCL,AAA,SDP,129,553,490,70,148,28,4,2,38,18,8,48,58,.302,.371,.388,.758,190,13,6,8,1,0,8.680,10.488,82.759,0.362,0.086
Daniel,Robertson,robert002dan,Right,,2012-13,26,-0.6,Estrellas,DOWL,FgW,,33,138,117,13,26,6,0,0,5,8,3,14,25,.222,.321,.274,.594,32,3,3,4,0,0,10.145,18.116,56.000,0.000,0.052
Daniel,Robertson,robert002dan,Right,,2013,27,0.2,Tucson,PCL,AAA,SDP,136,565,484,91,138,24,9,2,53,23,6,60,63,.285,.371,.384,.756,186,10,10,5,6,1,10.619,11.150,95.238,0.354,0.099
Daniel,Robertson,robert002dan,Right,,2013-14,27,-2.3,Obregon,MXPW,FgW,,66,300,263,36,77,13,2,3,20,20,8,29,26,.293,.368,.392,.760,103,3,3,4,1,0,9.667,8.667,111.538,1.000,0.099
Daniel,Robertson,robert002dan,Right,,2014,28,,,,AAA,SDP-TEX,13,56,50,12,15,3,1,3,8,2,0,6,7,.300,.375,.580,.955,29,2,0,0,0,1,10.714,12.500,85.714,5.357,0.280
Daniel,Robertson,robert002dan,Right,,2014,28,-0.7,TEX,AL,MLB,TEX,70,197,177,23,48,9,1,0,21,6,4,17,28,.271,.333,.333,.667,59,3,0,2,1,0,8.629,14.213,60.714,0.000,0.062
Daniel,Robertson,robert002dan,Right,,2014,28,1.4,El Paso,PCL,AAA,SDP,5,23,22,6,8,2,0,2,5,0,0,1,3,.364,.391,.727,1.119,16,1,0,0,0,0,4.348,13.043,33.333,8.696,0.363
Daniel,Robertson,robert002dan,Right,,2014,28,1.4,Round Rock,PCL,AAA,TEX,8,33,28,6,7,1,1,1,3,2,0,5,4,.250,.364,.464,.828,13,1,0,0,0,1,15.152,12.121,125.000,3.030,0.214
Daniel,Robertson,robert002dan,Right,,2015,29,,,,AAA-Rk,LAA,62,282,250,27,65,16,0,1,20,6,6,26,34,.260,.331,.336,.667,84,4,2,1,3,0,9.220,12.057,76.471,0.355,0.076
Daniel,Robertson,robert002dan,Right,,2015,29,0.5,LAA,AL,MLB,LAA,37,80,75,10,21,2,0,0,7,0,0,2,7,.280,.299,.307,.605,23,1,0,3,0,1,2.500,8.750,28.571,0.000,0.027
Daniel,Robertson,robert002dan,Right,,2015,29,2.3,Salt Lake,PCL,AAA,LAA,60,275,245,27,65,16,0,1,20,6,6,24,32,.265,.332,.343,.675,84,4,2,1,3,0,8.727,11.636,75.000,0.364,0.078
Daniel,Robertson,robert002dan,Right,,2015,29,9.1,Angels,ARIZ,Rk,LAA,2,7,5,0,0,0,0,0,0,0,0,2,2,.000,.286,.000,.286,0,0,0,0,0,0,28.571,28.571,100.000,0.000,0.000
Daniel,Robertson,robert002dan,Right,,2016,30,1.3,SEA,AL,MLB,SEA,9,21,19,1,5,1,0,0,1,0,1,1,3,.263,.300,.316,.616,6,2,0,1,0,0,4.762,14.286,33.333,0.000,0.053
Daniel,Robertson,robert002dan,Right,,2016,30,3.5,Tacoma,PCL,AAA,SEA,114,460,408,50,117,19,7,6,46,13,2,42,41,.287,.357,.412,.768,168,14,4,3,3,0,9.130,8.913,102.439,1.304,0.125
Daniel,Robertson,robert002dan,Right,,2017,31,2.4,CLE,AL,MLB,CLE,32,88,80,9,18,4,1,1,7,0,1,7,3,.225,.287,.338,.625,27,6,0,1,0,1,7.955,3.409,233.333,1.136,0.113
Daniel,Robertson,robert002dan,Right,,2017,31,4.3,Columbus,IL,AAA,CLE,57,231,209,29,67,8,0,1,16,12,6,21,35,.321,.383,.373,.756,78,2,0,1,0,1,9.091,15.152,60.000,0.433,0.052
Daniel,Robertson,robert002dan,Right,,2018,32,,,,AA-AAA,ARI,99,420,355,53,93,22,1,9,47,15,6,43,61,.262,.360,.406,.765,144,7,14,3,5,0,10.238,14.524,70.492,2.143,0.144
Daniel,Robertson,robert002dan,Right,,2018,32,,,,FgW,,30,124,108,12,31,3,2,0,10,2,5,10,13,.287,.355,.352,.707,38,5,2,3,1,0,8.065,10.484,76.923,0.000,0.065
Daniel,Robertson,robert002dan,Right,,2018,32,5.6,Reno,PCL,AAA,ARI,26,103,83,12,21,3,0,1,8,1,1,15,17,.253,.373,.325,.698,27,3,2,1,2,0,14.563,16.505,88.235,0.971,0.072
Daniel,Robertson,robert002dan,Right,,2018,32,8.1,Jackson,SOUL,AA,ARI,73,317,272,41,72,19,1,8,39,14,5,28,44,.265,.356,.430,.786,117,4,12,2,3,0,8.833,13.880,63.636,2.524,0.165
Daniel,Robertson,robert002dan,Right,,2018-19,32,3.4,Obregon,MXPW,FgW,,19,73,67,5,18,1,1,0,7,2,3,3,7,.269,.319,.313,.633,21,5,2,1,0,0,4.110,9.589,42.857,0.000,0.044
Daniel,Robertson,robert002dan,Right,,2018-19,32,3.4,Jalisco,MXPW,FgW,,11,51,41,7,13,2,1,0,3,0,2,7,6,.317,.408,.415,.823,17,0,0,2,1,0,13.725,11.765,116.667,0.000,0.098
Daniel,Robertson,robert002dan,Right,,2018,32,2.9,Sugar Land,ATLL,Ind,,21,81,73,7,16,2,0,1,6,3,0,7,9,.219,.288,.288,.575,21,,0,1,0,0,8.642,11.111,77.778,1.235,0.069
Josh,VanMeter,vanmet002jos,Left,Cincinnati Reds,2013,18,-1.7,Padres,ARIZ,Rk,SDP,44,186,158,33,44,7,2,0,16,10,4,24,25,.278,.378,.348,.726,55,6,2,1,1,0,12.903,13.441,96.000,0.000,0.070
Josh,VanMeter,vanmet002jos,Left,Cincinnati Reds,2014,19,-2.5,Fort Wayne,MIDW,A,SDP,116,458,421,49,107,24,0,3,39,8,4,34,87,.254,.311,.333,.644,140,6,1,2,0,1,7.424,18.996,39.080,0.655,0.079
Josh,VanMeter,vanmet002jos,Left,Cincinnati Reds,2015,20,,,,A-Rk,SDP,28,120,107,16,32,6,1,0,3,1,2,13,13,.299,.375,.374,.749,40,3,0,0,0,0,10.833,10.833,100.000,0.000,0.075
Josh,VanMeter,vanmet002jos,Left,Cincinnati Reds,2015,20,-1.4,Fort Wayne,MIDW,A,SDP,25,109,96,13,24,4,0,0,3,1,1,13,12,.250,.339,.292,.631,28,3,0,0,0,0,11.927,11.009,108.333,0.000,0.042
Josh,VanMeter,vanmet002jos,Left,Cincinnati Reds,2015,20,0.1,Padres,ARIZ,Rk,SDP,3,11,11,3,8,2,1,0,0,0,1,0,1,.727,.727,1.091,1.818,12,0,0,0,0,0,0.000,9.091,0.000,0.000,0.364
Josh,VanMeter,vanmet002jos,Left,Cincinnati Reds,2016,21,,,,A+-AA,SDP,124,515,454,61,114,23,2,14,56,11,4,55,82,.251,.331,.403,.734,183,6,1,2,3,1,10.680,15.922,67.073,2.718,0.152
Josh,VanMeter,vanmet002jos,Left,Cincinnati Reds,2016,21,-2.8,San Antonio,TL,AA,SDP,29,114,106,10,21,2,0,2,5,2,2,7,18,.198,.248,.274,.521,29,1,0,1,0,0,6.140,15.789,38.889,1.754,0.076
Josh,VanMeter,vanmet002jos,Left,Cincinnati Reds,2016,21,-1.5,Lake Elsinore,CALL,A+,SDP,95,401,348,51,93,21,2,12,51,9,2,48,64,.267,.355,.443,.798,154,5,1,1,3,1,11.970,15.960,75.000,2.993,0.176
Josh,VanMeter,vanmet002jos,Left,Cincinnati Reds,2016,21,-1.3,Peoria,AZFL,Fal,,21,90,68,17,18,3,1,1,9,2,0,17,19,.265,.416,.382,.798,26,0,2,1,2,0,18.889,21.111,89.474,1.111,0.117
Josh,VanMeter,vanmet002jos,Left,Cincinnati Reds,2017,22,-2.1,Pensacola,SOUL,AA,CIN,132,537,475,45,121,29,1,5,54,15,3,53,100,.255,.326,.352,.678,167,12,1,1,7,5,9.870,18.622,53.000,0.931,0.097
Josh,VanMeter,vanmet002jos,Left,Cincinnati Reds,2018,23,,,,AAA-AA,CIN,128,483,427,53,111,35,6,12,59,10,5,51,92,.260,.337,.454,.791,194,11,0,2,3,5,10.559,19.048,55.435,2.484,0.194
Josh,VanMeter,vanmet002jos,Left,Cincinnati Reds,2018,23,-3.5,Louisville,IL,AAA,CIN,98,362,332,40,84,25,6,11,45,5,3,28,73,.253,.309,.464,.773,154,7,0,0,2,1,7.735,20.166,38.356,3.039,0.211
Josh,VanMeter,vanmet002jos,Left,Cincinnati Reds,2018,23,-0.9,Pensacola,SOUL,AA,CIN,30,121,95,13,27,10,0,1,14,5,2,23,19,.284,.420,.421,.841,40,4,0,2,1,4,19.008,15.702,121.053,0.826,0.137
Carmelo,Paulino,paulin003car,Left,Arizona Diamondbacks,2018,19,1.3,Diamondbacks 1,DOSL,FRk,ARI,53,212,175,29,40,8,0,4,31,12,6,28,67,.229,.344,.343,.687,60,1,5,0,4,1,13.208,31.604,41.791,1.887,0.114
Gabriel,Maciel,maciel000gab,Both,Minnesota Twins,2016,17,,,,Rk,ARI,60,254,228,43,64,5,0,0,14,22,5,17,41,.281,.333,.303,.636,69,4,2,5,2,0,6.693,16.142,41.463,0.000,0.022
Gabriel,Maciel,maciel000gab,Both,Minnesota Twins,2016,17,-2.8,Diamondbacks,ARIZ,Rk,ARI,37,167,149,28,43,3,0,0,10,11,4,12,22,.289,.341,.309,.650,46,3,1,3,2,0,7.186,13.174,54.545,0.000,0.020
Gabriel,Maciel,maciel000gab,Both,Minnesota Twins,2016,17,-3.6,Missoula,PION,Rk,ARI,23,87,79,15,21,2,0,0,4,11,1,5,19,.266,.318,.291,.609,23,1,1,2,0,0,5.747,21.839,26.316,0.000,0.025
Gabriel,Maciel,maciel000gab,Both,Minnesota Twins,2017,18,-2.8,Missoula,PION,Rk,ARI,52,245,217,40,70,14,1,3,25,9,8,24,34,.323,.389,.438,.827,95,2,1,1,2,0,9.796,13.878,70.588,1.224,0.115
Gabriel,Maciel,maciel000gab,Both,Minnesota Twins,2018,19,,,,A,ARI-MIN,98,439,397,60,111,14,2,3,23,16,10,35,71,.280,.345,.348,.692,138,4,5,1,1,0,7.973,16.173,49.296,0.683,0.068
Gabriel,Maciel,maciel000gab,Both,Minnesota Twins,2018,19,-2.3,Kane County,MIDW,A,ARI,68,313,279,44,80,10,0,1,16,14,5,30,50,.287,.362,.333,.696,93,4,3,1,0,0,9.585,15.974,60.000,0.319,0.046
Gabriel,Maciel,maciel000gab,Both,Minnesota Twins,2018,19,-2.3,Cedar Rapids,MIDW,A,MIN,30,126,118,16,31,4,2,2,7,2,5,5,21,.263,.302,.381,.683,45,0,2,0,1,0,3.968,16.667,23.810,1.587,0.118
Jesus,Marriaga,marria000jes,Right,Arizona Diamondbacks,2016,17,,,,FRk,ARI,64,272,234,42,70,10,4,0,23,25,10,32,72,.299,.391,.376,.767,88,3,4,1,1,1,11.765,26.471,44.444,0.000,0.077
Jesus,Marriaga,marria000jes,Right,Arizona Diamondbacks,2016,17,-1.2,Diamondbacks 2,DOSL,FRk,ARI,61,261,224,40,66,9,3,0,21,24,10,31,71,.295,.388,.362,.750,81,3,4,1,1,1,11.877,27.203,43.662,0.000,0.067
Jesus,Marriaga,marria000jes,Right,Arizona Diamondbacks,2016,17,-1.2,Diamondbacks 1,DOSL,FRk,ARI,3,11,10,2,4,1,1,0,2,1,0,1,1,.400,.455,.700,1.155,7,0,0,0,0,0,9.091,9.091,100.000,0.000,0.300
Jesus,Marriaga,marria000jes,Right,Arizona Diamondbacks,2017,18,-1.8,Diamondbacks,ARIZ,Rk,ARI,51,212,185,28,38,7,5,0,15,11,5,20,78,.205,.299,.297,.596,55,2,5,1,1,0,9.434,36.792,25.641,0.000,0.092
Jesus,Marriaga,marria000jes,Right,Arizona Diamondbacks,2018,19,-1.5,Missoula,PION,Rk,ARI,43,191,170,29,46,7,0,0,10,12,1,17,48,.271,.351,.312,.663,53,4,4,0,0,0,8.901,25.131,35.417,0.000,0.041
Marcus,Wilson,wilson006mar,Right,Arizona Diamondbacks,2014,17,-2.6,Diamondbacks,ARIZ,Rk,ARI,39,148,131,15,27,2,2,1,22,4,2,16,40,.206,.297,.275,.572,36,1,1,0,0,0,10.811,27.027,40.000,0.676,0.069
Marcus,Wilson,wilson006mar,Right,Arizona Diamondbacks,2015,18,-2.9,Missoula,PION,Rk,ARI,57,249,213,42,55,12,1,1,22,7,4,33,61,.258,.357,.338,.695,72,2,1,0,2,0,13.253,24.498,54.098,0.402,0.080
Marcus,Wilson,wilson006mar,Right,Arizona Diamondbacks,2016,19,,,,A--A,ARI,69,292,234,35,59,13,3,1,20,25,5,51,72,.252,.394,.346,.740,81,4,5,0,2,0,17.466,24.658,70.833,0.342,0.094
Marcus,Wilson,wilson006mar,Right,Arizona Diamondbacks,2016,19,-2.6,Kane County,MIDW,A,ARI,26,115,99,11,25,8,1,1,5,7,2,13,32,.253,.357,.384,.740,38,2,3,0,0,0,11.304,27.826,40.625,0.870,0.131
Marcus,Wilson,wilson006mar,Right,Arizona Diamondbacks,2016,19,-2.0,Hillsboro,NORW,A-,ARI,43,177,135,24,34,5,2,0,15,18,3,38,40,.252,.418,.319,.737,43,2,2,0,2,0,21.469,22.599,95.000,0.000,0.067
Marcus,Wilson,wilson006mar,Right,Arizona Diamondbacks,2017,20,-1.3,Kane County,MIDW,A,ARI,103,445,383,56,113,21,5,9,54,15,7,55,90,.295,.383,.446,.829,171,7,2,1,4,2,12.360,20.225,61.111,2.022,0.151
Marcus,Wilson,wilson006mar,Right,Arizona Diamondbacks,2018,21,-1.3,Visalia,CALL,A+,ARI,111,502,447,60,105,26,2,10,48,16,6,44,141,.235,.309,.369,.678,165,6,6,0,5,0,8.765,28.088,31.206,1.992,0.134
Evan,Marzilli,marzil000eva,Left,,2012,21,0.1,Missoula,PION,Rk,ARI,51,236,211,40,70,10,1,0,15,6,3,21,35,.332,.403,.389,.791,82,8,4,0,0,0,8.898,14.831,60.000,0.000,0.057
Evan,Marzilli,marzil000eva,Left,,2013,22,-0.9,Visalia,CALL,A+,ARI,136,536,460,67,115,27,4,3,50,14,6,59,143,.250,.342,.346,.687,159,3,6,9,2,1,11.007,26.679,41.259,0.560,0.096
Evan,Marzilli,marzil000eva,Left,,2014,23,,,,AA-A+,ARI,133,537,461,63,113,20,9,8,53,15,9,61,121,.245,.341,.380,.720,175,9,8,3,4,2,11.359,22.533,50.413,1.490,0.135
Evan,Marzilli,marzil000eva,Left,,2014,23,-1.5,Mobile,SOUL,AA,ARI,81,325,285,33,70,12,6,3,35,8,5,30,67,.246,.328,.361,.690,103,6,6,2,2,1,9.231,20.615,44.776,0.923,0.115
Evan,Marzilli,marzil000eva,Left,,2014,23,0.2,Visalia,CALL,A+,ARI,52,212,176,30,43,8,3,5,18,7,4,31,54,.244,.360,.409,.769,72,3,2,1,2,1,14.623,25.472,57.407,2.358,0.165
Evan,Marzilli,marzil000eva,Left,,2014,23,0.7,Salt River,AZFL,Fal,,25,86,76,15,23,1,1,1,9,7,1,6,18,.303,.376,.382,.758,29,0,3,1,0,0,6.977,20.930,33.333,1.163,0.079
Evan,Marzilli,marzil000eva,Left,,2015,24,,,,AA-AAA-Rk,ARI,49,203,174,26,48,6,4,1,11,10,6,27,43,.276,.374,.374,.748,65,3,1,0,1,0,13.300,21.182,62.791,0.493,0.098
Evan,Marzilli,marzil000eva,Left,,2015,24,-2.7,Reno,PCL,AAA,ARI,9,30,30,4,9,1,1,0,2,1,2,0,7,.300,.300,.400,.700,12,0,0,0,0,0,0.000,23.333,0.000,0.000,0.100
Evan,Marzilli,marzil000eva,Left,,2015,24,-0.1,Mobile,SOUL,AA,ARI,32,144,122,17,30,5,2,1,8,6,4,20,28,.246,.354,.344,.698,42,3,1,0,1,0,13.889,19.444,71.429,0.694,0.098
Evan,Marzilli,marzil000eva,Left,,2015,24,4.1,Diamondbacks,ARIZ,Rk,ARI,8,29,22,5,9,0,1,0,1,3,0,7,8,.409,.552,.500,1.052,11,0,0,0,0,0,24.138,27.586,87.500,0.000,0.091
Evan,Marzilli,marzil000eva,Left,,2016,25,,,,AA-AAA,ARI,123,486,409,62,93,18,6,1,28,14,8,65,117,.227,.345,.308,.653,126,4,9,2,1,1,13.374,24.074,55.556,0.206,0.081
Evan,Marzilli,marzil000eva,Left,,2016,25,-1.5,Reno,PCL,AAA,ARI,21,78,67,11,14,5,2,0,1,3,1,9,20,.209,.312,.343,.655,23,1,1,1,0,0,11.538,25.641,45.000,0.000,0.134
Evan,Marzilli,marzil000eva,Left,,2016,25,1.0,Mobile,SOUL,AA,ARI,102,408,342,51,79,13,4,1,27,11,7,56,97,.231,.351,.301,.653,103,3,8,1,1,1,13.725,23.775,57.732,0.245,0.070
Evan,Marzilli,marzil000eva,Left,,2017,26,,,,AA-AAA,ARI,127,479,402,68,103,15,7,7,35,16,7,69,97,.256,.366,.381,.747,153,6,3,1,4,2,14.405,20.251,71.134,1.461,0.125
Evan,Marzilli,marzil000eva,Left,,2017,26,-0.4,Reno,PCL,AAA,ARI,32,124,106,14,28,5,2,2,18,1,0,15,27,.264,.355,.406,.760,43,2,1,0,2,0,12.097,21.774,55.556,1.613,0.142
Evan,Marzilli,marzil000eva,Left,,2017,26,1.9,Jackson,SOUL,AA,ARI,95,355,296,54,75,10,5,5,17,15,7,54,70,.253,.370,.372,.742,110,4,2,1,2,2,15.211,19.718,77.143,1.408,0.119
Evan,Marzilli,marzil000eva,Left,,2018,27,,,,AAA-AA-Rk,ARI,56,196,168,31,41,9,2,2,17,5,2,26,54,.244,.352,.357,.709,60,0,2,0,0,0,13.265,27.551,48.148,1.020,0.113
Evan,Marzilli,marzil000eva,Left,,2018,27,0.6,Reno,PCL,AAA,ARI,43,148,131,23,34,6,2,2,15,1,2,17,44,.260,.345,.382,.726,50,0,0,0,0,0,11.486,29.730,38.636,1.351,0.122
